payroll_id,employee_id,hospital_id,hospital_name,payroll_month,regular_hours,overtime_hours,hourly_pay_rate,regular_pay,overtime_pay,bonus,gross_pay,tax_amount,benefits_deduction,net_pay,payment_status
PAY00018230,EMP003039,220062,ADCARE HOSPITAL OF WORCESTER INC,2026-07,134,2,58.33,7816.22,174.99,0.0,7991.21,1721.67,222.02,6047.52,Paid
PAY00018231,EMP003039,220062,ADCARE HOSPITAL OF WORCESTER INC,2026-06,143,2,58.33,8341.19,174.99,2166.81,10682.99,1746.84,246.21,8689.94,Paid
PAY00018232,EMP003039,220062,ADCARE HOSPITAL OF WORCESTER INC,2026-05,146,20,58.33,8516.18,1749.9,0.0,10266.08,1877.42,193.18,8195.48,Processing
PAY00018233,EMP003039,220062,ADCARE HOSPITAL OF WORCESTER INC,2026-04,158,25,58.33,9216.14,2187.38,0.0,11403.52,2202.44,331.42,8869.66,Paid
PAY00018234,EMP003039,220062,ADCARE HOSPITAL OF WORCESTER INC,2026-03,159,31,58.33,9274.47,2712.35,0.0,11986.82,2800.15,273.46,8913.21,Paid
PAY00018235,EMP003040,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-08,123,30,56.97,7007.31,2563.65,0.0,9570.96,1992.23,281.66,7297.07,Paid
PAY00018236,EMP003040,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-07,168,26,56.97,9570.96,2221.83,0.0,11792.79,2740.17,144.47,8908.15,Paid
PAY00018237,EMP003040,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-06,124,9,56.97,7064.28,769.1,0.0,7833.38,1342.81,375.83,6114.74,Paid
PAY00018238,EMP003040,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-05,154,11,56.97,8773.38,940.0,0.0,9713.38,1788.47,366.43,7558.48,Paid
PAY00018239,EMP003040,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-04,169,1,56.97,9627.93,85.45,0.0,9713.38,2141.57,124.69,7447.12,Paid
PAY00018240,EMP003040,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,2026-03,156,21,56.97,8887.32,1794.55,2288.68,12970.55,2907.65,331.04,9731.86,Paid
PAY00018241,EMP003041,224007,MCLEAN HOSPITAL CORPORATION,2026-08,153,19,38.54,5896.62,1098.39,759.75,7754.76,1602.56,181.36,5970.84,Paid
PAY00018242,EMP003041,224007,MCLEAN HOSPITAL CORPORATION,2026-07,163,36,38.54,6282.02,2081.16,0.0,8363.18,1755.15,373.68,6234.35,Paid
PAY00018243,EMP003041,224007,MCLEAN HOSPITAL CORPORATION,2026-06,137,14,38.54,5279.98,809.34,0.0,6089.32,979.71,311.03,4798.58,Paid
PAY00018244,EMP003041,224007,MCLEAN HOSPITAL CORPORATION,2026-05,129,5,38.54,4971.66,289.05,856.39,6117.1,1149.82,171.08,4796.2,Paid
PAY00018245,EMP003041,224007,MCLEAN HOSPITAL CORPORATION,2026-04,132,7,38.54,5087.28,404.67,0.0,5491.95,901.42,227.5,4363.03,Paid
PAY00018246,EMP003041,224007,MCLEAN HOSPITAL CORPORATION,2026-03,129,33,38.54,4971.66,1907.73,2399.68,9279.07,1525.67,441.49,7311.91,Paid
PAY00018247,EMP003042,220110,BRIGHAM AND WOMEN'S HOSPITAL,2026-08,164,32,199.18,32665.52,9560.64,1471.42,43697.58,7638.6,343.15,35715.83,Paid
PAY00018248,EMP003042,220110,BRIGHAM AND WOMEN'S HOSPITAL,2026-07,140,27,199.18,27885.2,8066.79,0.0,35951.99,8805.79,318.72,26827.48,Processing
PAY00018249,EMP003042,220110,BRIGHAM AND WOMEN'S HOSPITAL,2026-06,146,7,199.18,29080.28,2091.39,1619.29,32790.96,6707.49,339.63,25743.84,Paid
PAY00018250,EMP003042,220110,BRIGHAM AND WOMEN'S HOSPITAL,2026-05,174,16,199.18,34657.32,4780.32,1300.5,40738.14,6655.38,150.01,33932.75,Paid
PAY00018251,EMP003042,220110,BRIGHAM AND WOMEN'S HOSPITAL,2026-04,156,1,199.18,31072.08,298.77,0.0,31370.85,6762.56,267.1,24341.19,Paid
PAY00018252,EMP003042,220110,BRIGHAM AND WOMEN'S HOSPITAL,2026-03,143,25,199.18,28482.74,7469.25,0.0,35951.99,8896.16,435.63,26620.2,Paid
PAY00018253,EMP003043,220084,EMERSON HOSPITAL -,2026-08,132,14,171.44,22630.08,3600.24,2432.54,28662.86,6636.27,178.62,21847.97,Paid
PAY00018254,EMP003043,220084,EMERSON HOSPITAL -,2026-07,123,12,171.44,21087.12,3085.92,0.0,24173.04,4533.38,162.06,19477.6,Paid
PAY00018255,EMP003043,220084,EMERSON HOSPITAL -,2026-06,146,28,171.44,25030.24,7200.48,0.0,32230.72,5784.5,432.39,26013.83,Paid
PAY00018256,EMP003043,220084,EMERSON HOSPITAL -,2026-05,169,30,171.44,28973.36,7714.8,0.0,36688.16,9135.65,134.79,27417.72,Paid
PAY00018257,EMP003043,220084,EMERSON HOSPITAL -,2026-04,174,24,171.44,29830.56,6171.84,0.0,36002.4,8847.84,195.44,26959.12,Paid
PAY00018258,EMP003043,220084,EMERSON HOSPITAL -,2026-03,141,19,171.44,24173.04,4886.04,0.0,29059.08,4721.47,371.42,23966.19,Paid
PAY00018259,EMP003044,220126,NORWOOD HOSPITAL,2026-08,154,23,53.14,8183.56,1833.33,0.0,10016.89,1784.03,169.31,8063.55,Paid
PAY00018260,EMP003044,220126,NORWOOD HOSPITAL,2026-07,158,7,53.14,8396.12,557.97,0.0,8954.09,1765.56,261.17,6927.36,Paid
PAY00018261,EMP003044,220126,NORWOOD HOSPITAL,2026-06,122,16,53.14,6483.08,1275.36,2323.04,10081.48,1939.87,319.78,7821.83,Paid
PAY00018262,EMP003044,220126,NORWOOD HOSPITAL,2026-05,165,27,53.14,8768.1,2152.17,0.0,10920.27,2310.24,228.51,8381.52,Paid
PAY00018263,EMP003044,220126,NORWOOD HOSPITAL,2026-04,140,5,53.14,7439.6,398.55,0.0,7838.15,1791.69,345.56,5700.9,Paid
PAY00018264,EMP003044,220126,NORWOOD HOSPITAL,2026-03,175,7,53.14,9299.5,557.97,0.0,9857.47,2149.06,150.17,7558.24,Paid
PAY00018265,EMP003045,220116,TUFTS MEDICAL CENTER,2026-08,143,28,46.68,6675.24,1960.56,0.0,8635.8,2063.47,211.38,6360.95,Processing
PAY00018266,EMP003045,220116,TUFTS MEDICAL CENTER,2026-07,131,20,46.68,6115.08,1400.4,0.0,7515.48,1459.02,265.5,5790.96,Paid
PAY00018267,EMP003045,220116,TUFTS MEDICAL CENTER,2026-06,157,28,46.68,7328.76,1960.56,0.0,9289.32,2219.13,193.18,6877.01,Paid
PAY00018268,EMP003045,220116,TUFTS MEDICAL CENTER,2026-05,169,0,46.68,7888.92,0.0,708.31,8597.23,1728.26,398.81,6470.16,Paid
PAY00018269,EMP003045,220116,TUFTS MEDICAL CENTER,2026-04,141,5,46.68,6581.88,350.1,1652.36,8584.34,1890.31,357.63,6336.4,Paid
PAY00018270,EMP003045,220116,TUFTS MEDICAL CENTER,2026-03,148,19,46.68,6908.64,1330.38,0.0,8239.02,1933.15,441.3,5864.57,Paid
PAY00018271,EMP003046,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,2026-08,122,11,67.69,8258.18,1116.88,0.0,9375.06,2246.81,350.24,6778.01,Paid
PAY00018272,EMP003046,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,2026-07,146,28,67.69,9882.74,2842.98,0.0,12725.72,2942.9,192.85,9589.97,Paid
PAY00018273,EMP003046,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,2026-06,130,12,67.69,8799.7,1218.42,0.0,10018.12,1892.79,328.21,7797.12,Paid
PAY00018274,EMP003046,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,2026-05,142,23,67.69,9611.98,2335.3,0.0,11947.28,2289.14,335.85,9322.29,Paid
PAY00018275,EMP003046,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,2026-04,163,8,67.69,11033.47,812.28,0.0,11845.75,2511.54,354.64,8979.57,Paid
PAY00018276,EMP003046,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,2026-03,162,34,67.69,10965.78,3452.19,1530.93,15948.9,3818.78,405.55,11724.57,Paid
PAY00018277,EMP003047,224022,BOURNEWOOD HOSPITAL,2026-08,140,13,136.9,19166.0,2669.55,0.0,21835.55,5000.1,207.72,16627.73,Paid
PAY00018278,EMP003047,224022,BOURNEWOOD HOSPITAL,2026-07,126,12,136.9,17249.4,2464.2,0.0,19713.6,3177.52,167.17,16368.91,Paid
PAY00018279,EMP003047,224022,BOURNEWOOD HOSPITAL,2026-06,164,12,136.9,22451.6,2464.2,0.0,24915.8,5256.81,409.41,19249.58,Paid
PAY00018280,EMP003047,224022,BOURNEWOOD HOSPITAL,2026-05,152,36,136.9,20808.8,7392.6,0.0,28201.4,5211.57,323.68,22666.15,Paid
PAY00018281,EMP003047,224022,BOURNEWOOD HOSPITAL,2026-04,134,25,136.9,18344.6,5133.75,0.0,23478.35,5722.36,390.82,17365.17,Paid
PAY00018282,EMP003047,224022,BOURNEWOOD HOSPITAL,2026-03,150,33,136.9,20535.0,6776.55,0.0,27311.55,6137.36,377.44,20796.75,Paid
PAY00018283,EMP003048,220002,MOUNT AUBURN HOSPITAL,2026-08,143,36,53.32,7624.76,2879.28,0.0,10504.04,2074.1,368.82,8061.12,Paid
PAY00018284,EMP003048,220002,MOUNT AUBURN HOSPITAL,2026-07,131,19,53.32,6984.92,1519.62,0.0,8504.54,1499.79,120.95,6883.8,Paid
PAY00018285,EMP003048,220002,MOUNT AUBURN HOSPITAL,2026-06,126,28,53.32,6718.32,2239.44,0.0,8957.76,2144.96,249.51,6563.29,Paid
PAY00018286,EMP003048,220002,MOUNT AUBURN HOSPITAL,2026-05,149,0,53.32,7944.68,0.0,0.0,7944.68,1876.74,212.86,5855.08,On Hold
PAY00018287,EMP003048,220002,MOUNT AUBURN HOSPITAL,2026-04,149,6,53.32,7944.68,479.88,0.0,8424.56,1699.22,177.48,6547.86,Paid
PAY00018288,EMP003048,220002,MOUNT AUBURN HOSPITAL,2026-03,122,14,53.32,6505.04,1119.72,1559.6,9184.36,1800.74,321.3,7062.32,Paid
PAY00018289,EMP003049,220135,FALMOUTH HOSPITAL,2026-08,151,22,48.58,7335.58,1603.14,0.0,8938.72,1905.63,261.59,6771.5,Paid
PAY00018290,EMP003049,220135,FALMOUTH HOSPITAL,2026-07,127,19,48.58,6169.66,1384.53,0.0,7554.19,1462.64,314.6,5776.95,Paid
PAY00018291,EMP003049,220135,FALMOUTH HOSPITAL,2026-06,128,31,48.58,6218.24,2258.97,0.0,8477.21,1495.66,415.47,6566.08,Paid
PAY00018292,EMP003049,220135,FALMOUTH HOSPITAL,2026-05,130,25,48.58,6315.4,1821.75,1212.58,9349.73,2288.75,242.46,6818.52,Paid
PAY00018293,EMP003049,220135,FALMOUTH HOSPITAL,2026-04,148,16,48.58,7189.84,1165.92,0.0,8355.76,1461.45,349.26,6545.05,Paid
PAY00018294,EMP003049,220135,FALMOUTH HOSPITAL,2026-03,129,3,48.58,6266.82,218.61,0.0,6485.43,1502.27,257.77,4725.39,Paid
PAY00018295,EMP003050,220036,BOSTON MEDICAL CENTER-BRIGHTON,2026-08,158,0,64.41,10176.78,0.0,1764.63,11941.41,2565.17,228.2,9148.04,Paid
PAY00018296,EMP003050,220036,BOSTON MEDICAL CENTER-BRIGHTON,2026-07,149,25,64.41,9597.09,2415.38,0.0,12012.47,2165.59,295.13,9551.75,Paid
PAY00018297,EMP003050,220036,BOSTON MEDICAL CENTER-BRIGHTON,2026-06,123,13,64.41,7922.43,1255.99,0.0,9178.42,2159.54,149.33,6869.55,Paid
PAY00018298,EMP003050,220036,BOSTON MEDICAL CENTER-BRIGHTON,2026-05,163,23,64.41,10498.83,2222.14,0.0,12720.97,2330.24,235.8,10154.93,Paid
PAY00018299,EMP003050,220036,BOSTON MEDICAL CENTER-BRIGHTON,2026-04,168,7,64.41,10820.88,676.31,0.0,11497.19,2551.96,345.02,8600.21,Paid
PAY00018300,EMP003050,220036,BOSTON MEDICAL CENTER-BRIGHTON,2026-03,127,23,64.41,8180.07,2222.14,0.0,10402.21,2302.52,275.58,7824.11,Paid
PAY00018301,EMP003051,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-08,128,18,67.74,8670.72,1828.98,0.0,10499.7,2385.75,423.44,7690.51,Paid
PAY00018302,EMP003051,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-07,133,33,67.74,9009.42,3353.13,0.0,12362.55,2055.74,228.61,10078.2,Processing
PAY00018303,EMP003051,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-06,124,35,67.74,8399.76,3556.35,1892.28,13848.39,2605.32,227.75,11015.32,Paid
PAY00018304,EMP003051,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-05,137,17,67.74,9280.38,1727.37,2082.74,13090.49,2720.47,226.58,10143.44,Paid
PAY00018305,EMP003051,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-04,164,11,67.74,11109.36,1117.71,0.0,12227.07,2068.19,142.82,10016.06,Paid
PAY00018306,EMP003051,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,2026-03,172,2,67.74,11651.28,203.22,0.0,11854.5,2063.59,319.44,9471.47,Paid
PAY00018307,EMP003052,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-08,147,32,44.26,6506.22,2124.48,1121.06,9751.76,1829.9,182.31,7739.55,Paid
PAY00018308,EMP003052,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-07,127,24,44.26,5621.02,1593.36,0.0,7214.38,1599.97,419.86,5194.55,Paid
PAY00018309,EMP003052,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-06,158,27,44.26,6993.08,1792.53,1874.09,10659.7,1945.86,344.91,8368.93,Processing
PAY00018310,EMP003052,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-05,144,32,44.26,6373.44,2124.48,0.0,8497.92,1823.94,325.8,6348.18,Paid
PAY00018311,EMP003052,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-04,134,8,44.26,5930.84,531.12,0.0,6461.96,1570.07,390.78,4501.11,Paid
PAY00018312,EMP003052,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,2026-03,137,2,44.26,6063.62,132.78,0.0,6196.4,1113.78,362.73,4719.89,Paid
PAY00018313,EMP003053,220135,FALMOUTH HOSPITAL,2026-08,149,21,42.9,6392.1,1351.35,0.0,7743.45,1838.55,443.39,5461.51,Paid
PAY00018314,EMP003053,220135,FALMOUTH HOSPITAL,2026-07,171,34,42.9,7335.9,2187.9,0.0,9523.8,1808.72,120.47,7594.61,Paid
PAY00018315,EMP003053,220135,FALMOUTH HOSPITAL,2026-06,150,36,42.9,6435.0,2316.6,0.0,8751.6,1836.13,359.54,6555.93,Paid
PAY00018316,EMP003053,220135,FALMOUTH HOSPITAL,2026-05,151,8,42.9,6477.9,514.8,0.0,6992.7,1357.87,400.76,5234.07,Paid
PAY00018317,EMP003053,220135,FALMOUTH HOSPITAL,2026-04,138,2,42.9,5920.2,128.7,0.0,6048.9,1387.22,158.66,4503.02,Paid
PAY00018318,EMP003053,220135,FALMOUTH HOSPITAL,2026-03,134,14,42.9,5748.6,900.9,0.0,6649.5,1495.08,310.42,4844.0,Paid
PAY00018319,EMP003054,221302,FAIRVIEW HOSPITAL,2026-08,121,12,50.57,6118.97,910.26,0.0,7029.23,1412.52,188.19,5428.52,Paid
PAY00018320,EMP003054,221302,FAIRVIEW HOSPITAL,2026-07,126,19,50.57,6371.82,1441.25,0.0,7813.07,1826.85,283.07,5703.15,Paid
PAY00018321,EMP003054,221302,FAIRVIEW HOSPITAL,2026-06,170,29,50.57,8596.9,2199.8,2300.08,13096.78,3075.92,228.33,9792.53,Paid
PAY00018322,EMP003054,221302,FAIRVIEW HOSPITAL,2026-05,122,23,50.57,6169.54,1744.66,0.0,7914.2,1905.41,128.47,5880.32,Paid
PAY00018323,EMP003054,221302,FAIRVIEW HOSPITAL,2026-04,153,10,50.57,7737.21,758.55,438.18,8933.94,1916.87,377.92,6639.15,Paid
PAY00018324,EMP003054,221302,FAIRVIEW HOSPITAL,2026-03,176,26,50.57,8900.32,1972.23,0.0,10872.55,2485.26,401.81,7985.48,Paid
PAY00018325,EMP003055,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-08,167,1,30.53,5098.51,45.8,0.0,5144.31,972.72,421.07,3750.52,Paid
PAY00018326,EMP003055,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-07,141,23,30.53,4304.73,1053.29,0.0,5358.02,1007.55,320.09,4030.38,Paid
PAY00018327,EMP003055,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-06,161,34,30.53,4915.33,1557.03,0.0,6472.36,1544.1,387.54,4540.72,Paid
PAY00018328,EMP003055,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-05,162,33,30.53,4945.86,1511.24,0.0,6457.1,1557.85,437.25,4462.0,Paid
PAY00018329,EMP003055,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-04,157,34,30.53,4793.21,1557.03,0.0,6350.24,1544.25,125.97,4680.02,Paid
PAY00018330,EMP003055,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,2026-03,123,3,30.53,3755.19,137.38,0.0,3892.57,687.94,304.54,2900.09,Processing
PAY00018331,EMP003056,220063,LOWELL GENERAL HOSPITAL,2026-08,147,9,51.71,7601.37,698.09,0.0,8299.46,1894.49,408.68,5996.29,Paid
PAY00018332,EMP003056,220063,LOWELL GENERAL HOSPITAL,2026-07,131,7,51.71,6774.01,542.96,602.48,7919.45,1896.76,391.27,5631.42,Paid
PAY00018333,EMP003056,220063,LOWELL GENERAL HOSPITAL,2026-06,136,3,51.71,7032.56,232.69,0.0,7265.25,1266.98,156.68,5841.59,Paid
PAY00018334,EMP003056,220063,LOWELL GENERAL HOSPITAL,2026-05,137,15,51.71,7084.27,1163.47,0.0,8247.74,1885.26,427.31,5935.17,Processing
PAY00018335,EMP003056,220063,LOWELL GENERAL HOSPITAL,2026-04,133,30,51.71,6877.43,2326.95,0.0,9204.38,1812.31,209.71,7182.36,Paid
PAY00018336,EMP003056,220063,LOWELL GENERAL HOSPITAL,2026-03,156,2,51.71,8066.76,155.13,1888.72,10110.61,2492.02,154.78,7463.81,Paid
PAY00018337,EMP003057,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,2026-08,161,29,44.98,7241.78,1956.63,0.0,9198.41,2178.83,237.84,6781.74,Paid
PAY00018338,EMP003057,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,2026-07,137,5,44.98,6162.26,337.35,0.0,6499.61,1480.55,363.58,4655.48,Paid
PAY00018339,EMP003057,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,2026-06,158,31,44.98,7106.84,2091.57,0.0,9198.41,2186.0,370.66,6641.75,Paid
PAY00018340,EMP003057,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,2026-05,132,6,44.98,5937.36,404.82,1517.25,7859.43,1532.75,210.57,6116.11,Paid
PAY00018341,EMP003057,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,2026-04,168,0,44.98,7556.64,0.0,0.0,7556.64,1811.01,406.56,5339.07,Paid
PAY00018342,EMP003057,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,2026-03,161,12,44.98,7241.78,809.64,0.0,8051.42,1389.58,342.57,6319.27,Paid
PAY00018343,EMP003058,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-08,144,12,60.21,8670.24,1083.78,0.0,9754.02,1660.23,336.41,7757.38,Paid
PAY00018344,EMP003058,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-07,176,26,60.21,10596.96,2348.19,0.0,12945.15,2267.45,398.39,10279.31,Paid
PAY00018345,EMP003058,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-06,175,16,60.21,10536.75,1445.04,0.0,11981.79,2975.49,269.92,8736.38,Paid
PAY00018346,EMP003058,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-05,169,15,60.21,10175.49,1354.72,0.0,11530.21,2766.08,433.24,8330.89,Paid
PAY00018347,EMP003058,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-04,140,22,60.21,8429.4,1986.93,0.0,10416.33,1926.79,313.31,8176.23,Paid
PAY00018348,EMP003058,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-03,175,30,60.21,10536.75,2709.45,0.0,13246.2,2901.95,270.23,10074.02,Paid
PAY00018349,EMP003059,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-08,148,29,51.26,7586.48,2229.81,0.0,9816.29,1820.71,134.0,7861.58,Paid
PAY00018350,EMP003059,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-07,149,24,51.26,7637.74,1845.36,0.0,9483.1,2148.36,177.99,7156.75,Paid
PAY00018351,EMP003059,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-06,155,2,51.26,7945.3,153.78,0.0,8099.08,1636.38,319.99,6142.71,Paid
PAY00018352,EMP003059,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-05,168,12,51.26,8611.68,922.68,2048.84,11583.2,2865.85,385.57,8331.78,Paid
PAY00018353,EMP003059,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-04,137,15,51.26,7022.62,1153.35,0.0,8175.97,2013.6,342.4,5819.97,Paid
PAY00018354,EMP003059,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,2026-03,139,7,51.26,7125.14,538.23,0.0,7663.37,1227.73,405.29,6030.35,Paid
PAY00018355,EMP003060,220111,GOOD SAMARITAN MEDICAL CENTER,2026-08,166,36,162.95,27049.7,8799.3,0.0,35849.0,6079.32,280.97,29488.71,Paid
PAY00018356,EMP003060,220111,GOOD SAMARITAN MEDICAL CENTER,2026-07,164,6,162.95,26723.8,1466.55,0.0,28190.35,5243.99,349.69,22596.67,Paid
PAY00018357,EMP003060,220111,GOOD SAMARITAN MEDICAL CENTER,2026-06,141,36,162.95,22975.95,8799.3,842.37,32617.62,5633.8,231.26,26752.56,Paid
PAY00018358,EMP003060,220111,GOOD SAMARITAN MEDICAL CENTER,2026-05,148,32,162.95,24116.6,7821.6,611.32,32549.52,7779.77,335.45,24434.3,Paid
PAY00018359,EMP003060,220111,GOOD SAMARITAN MEDICAL CENTER,2026-04,167,9,162.95,27212.65,2199.82,0.0,29412.47,6078.29,416.93,22917.25,Paid
PAY00018360,EMP003060,220111,GOOD SAMARITAN MEDICAL CENTER,2026-03,169,28,162.95,27538.55,6843.9,0.0,34382.45,7279.86,218.32,26884.27,Paid
PAY00018361,EMP003061,220017,CARNEY HOSPITAL,2026-08,126,17,55.33,6971.58,1410.91,0.0,8382.49,1725.71,170.57,6486.21,Paid
PAY00018362,EMP003061,220017,CARNEY HOSPITAL,2026-07,158,2,55.33,8742.14,165.99,0.0,8908.13,1765.47,278.74,6863.92,Paid
PAY00018363,EMP003061,220017,CARNEY HOSPITAL,2026-06,128,24,55.33,7082.24,1991.88,0.0,9074.12,1850.34,381.29,6842.49,Paid
PAY00018364,EMP003061,220017,CARNEY HOSPITAL,2026-05,166,32,55.33,9184.78,2655.84,0.0,11840.62,2571.87,132.76,9135.99,Paid
PAY00018365,EMP003061,220017,CARNEY HOSPITAL,2026-04,134,28,55.33,7414.22,2323.86,0.0,9738.08,2095.03,164.96,7478.09,Paid
PAY00018366,EMP003061,220017,CARNEY HOSPITAL,2026-03,158,15,55.33,8742.14,1244.92,0.0,9987.06,1647.06,257.68,8082.32,Paid
PAY00018367,EMP003062,220175,METROWEST MEDICAL CENTER,2026-08,164,1,39.65,6502.6,59.47,0.0,6562.07,1601.1,170.89,4790.08,Paid
PAY00018368,EMP003062,220175,METROWEST MEDICAL CENTER,2026-07,149,5,39.65,5907.85,297.38,0.0,6205.23,1318.17,299.67,4587.39,Paid
PAY00018369,EMP003062,220175,METROWEST MEDICAL CENTER,2026-06,149,33,39.65,5907.85,1962.68,0.0,7870.53,1435.63,443.15,5991.75,Paid
PAY00018370,EMP003062,220175,METROWEST MEDICAL CENTER,2026-05,154,8,39.65,6106.1,475.8,0.0,6581.9,1135.13,283.96,5162.81,On Hold
PAY00018371,EMP003062,220175,METROWEST MEDICAL CENTER,2026-04,128,14,39.65,5075.2,832.65,1024.89,6932.74,1361.49,295.82,5275.43,Paid
PAY00018372,EMP003062,220175,METROWEST MEDICAL CENTER,2026-03,167,34,39.65,6621.55,2022.15,0.0,8643.7,1967.48,302.15,6374.07,Paid
PAY00018373,EMP003063,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-08,163,10,35.21,5739.23,528.15,0.0,6267.38,1050.56,124.33,5092.49,Paid
PAY00018374,EMP003063,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-07,149,25,35.21,5246.29,1320.38,0.0,6566.67,1542.3,208.87,4815.5,Paid
PAY00018375,EMP003063,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-06,174,1,35.21,6126.54,52.81,0.0,6179.35,993.48,173.29,5012.58,Paid
PAY00018376,EMP003063,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-05,140,14,35.21,4929.4,739.41,1744.36,7413.17,1216.64,427.14,5769.39,Paid
PAY00018377,EMP003063,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-04,159,13,35.21,5598.39,686.6,0.0,6284.99,1231.65,244.74,4808.6,Paid
PAY00018378,EMP003063,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,2026-03,135,17,35.21,4753.35,897.86,0.0,5651.21,1275.47,199.78,4175.96,Paid
PAY00018379,EMP003064,220176,ST VINCENT HOSPITAL,2026-08,163,36,36.34,5923.42,1962.36,0.0,7885.78,1698.51,205.37,5981.9,Paid
PAY00018380,EMP003064,220176,ST VINCENT HOSPITAL,2026-07,150,22,36.34,5451.0,1199.22,0.0,6650.22,1258.94,330.3,5060.98,Paid
PAY00018381,EMP003064,220176,ST VINCENT HOSPITAL,2026-06,133,9,36.34,4833.22,490.59,0.0,5323.81,1002.6,264.02,4057.19,Paid
PAY00018382,EMP003064,220176,ST VINCENT HOSPITAL,2026-05,133,21,36.34,4833.22,1144.71,1327.06,7304.99,1485.61,323.58,5495.8,Paid
PAY00018383,EMP003064,220176,ST VINCENT HOSPITAL,2026-04,175,25,36.34,6359.5,1362.75,1206.86,8929.11,2112.43,431.57,6385.11,Paid
PAY00018384,EMP003064,220176,ST VINCENT HOSPITAL,2026-03,162,22,36.34,5887.08,1199.22,0.0,7086.3,1461.05,330.5,5294.75,Paid
PAY00018385,EMP003065,223302,BOSTON CHILDREN'S HOSPITAL,2026-08,158,24,179.04,28288.32,6445.44,0.0,34733.76,6748.64,123.43,27861.69,Paid
