request_id,hospital_id,hospital_name,city,state,required_role,department,employment_type,shift_preference,required_staff,filled_staff,open_positions,priority,request_status,request_date,assignment_start_date,assignment_end_date,duration_weeks,hourly_bill_rate
REQ001001,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Day,11,9,2,Critical,Partially Filled,2025-12-31,2026-01-07,2026-03-04,8,169.56
REQ001002,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Physical Therapist,Rehabilitation,Travel Contract,Night,3,2,1,High,Partially Filled,2026-06-04,2026-07-15,2026-08-12,4,129.52
REQ001003,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Laboratory Technician,Laboratory,Travel Contract,Morning,2,0,2,Medium,Open,2025-10-18,2025-11-07,2026-01-30,12,73.84
REQ001004,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Physician,Medical Services,Per Diem,Evening,2,1,1,High,Partially Filled,2025-12-19,2026-01-25,2026-03-22,8,274.71
REQ001005,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Day,4,2,2,High,Partially Filled,2025-11-07,2025-11-30,2026-01-25,8,138.65
REQ001006,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Morning,15,14,1,High,Partially Filled,2025-11-14,2025-12-22,2026-03-23,13,143.6
REQ001007,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Evening,6,2,4,Medium,Partially Filled,2026-03-08,2026-03-27,2026-07-17,16,87.36
REQ001008,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Physician,Medical Services,Per Diem,Evening,10,10,0,Low,Filled,2026-05-28,2026-06-30,2026-09-22,12,252.59
REQ001009,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Respiratory Therapist,Respiratory Care,Per Diem,Morning,2,0,2,Medium,Open,2025-11-04,2025-12-03,2026-01-28,8,107.01
REQ001010,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Allied Health Professional,Allied Health,Permanent Placement,Morning,6,1,5,High,Partially Filled,2026-07-19,2026-07-26,2027-01-24,26,129.31
REQ001011,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Physician,Medical Services,Per Diem,Day,4,0,4,High,Open,2026-06-05,2026-06-25,2026-10-15,16,285.24
REQ001012,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,Allied Health Professional,Allied Health,Permanent Placement,Day,1,1,0,Critical,Filled,2026-01-11,2026-01-30,2026-03-27,8,119.49
REQ001013,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Radiologic Technologist,Radiology,Local Contract,Day,10,6,4,Medium,Partially Filled,2025-10-27,2025-12-11,2026-03-05,12,127.06
REQ001014,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Registered Nurse,General Nursing,Travel Contract,Day,14,6,8,Medium,Partially Filled,2026-03-25,2026-04-19,2026-06-14,8,86.14
REQ001015,220126,NORWOOD HOSPITAL,NORWOOD,MA,ICU Nurse,Intensive Care Unit,Per Diem,Evening,6,6,0,Low,Filled,2026-03-01,2026-03-27,2026-06-19,12,159.22
REQ001016,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Physical Therapist,Rehabilitation,Permanent Placement,Day,12,7,5,High,Partially Filled,2025-08-25,2025-09-26,2025-12-19,12,157.64
REQ001017,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Registered Nurse,General Nursing,Per Diem,Evening,3,0,3,Medium,Open,2025-11-23,2025-12-03,2025-12-31,4,91.16
REQ001018,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Laboratory Technician,Laboratory,Travel Contract,Day,15,1,14,Critical,Partially Filled,2025-08-03,2025-08-13,2025-11-05,12,73.25
REQ001019,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Physical Therapist,Rehabilitation,Permanent Placement,Day,3,1,2,Medium,Partially Filled,2026-02-11,2026-03-07,2026-09-05,26,152.33
REQ001020,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Respiratory Therapist,Respiratory Care,Local Contract,Evening,2,2,0,High,Filled,2026-06-23,2026-07-28,2027-01-26,26,153.34
REQ001021,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Radiologic Technologist,Radiology,Travel Contract,Morning,13,4,9,High,Partially Filled,2025-11-24,2025-12-06,2026-02-28,12,143.1
REQ001022,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Travel Nurse,Travel Nursing,Local Contract,Day,8,0,8,High,Open,2026-07-22,2026-08-02,2026-08-30,4,147.77
REQ001023,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Travel Nurse,Travel Nursing,Per Diem,Morning,4,4,0,High,Filled,2026-04-07,2026-04-20,2026-07-13,12,160.87
REQ001024,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,ICU Nurse,Intensive Care Unit,Local Contract,Evening,7,7,0,Medium,Filled,2025-10-06,2025-10-27,2026-01-19,12,124.45
REQ001025,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Physician,Medical Services,Travel Contract,Night,8,1,7,Low,Partially Filled,2026-05-23,2026-06-05,2026-07-31,8,272.26
REQ001026,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Registered Nurse,General Nursing,Travel Contract,Day,6,2,4,Medium,Partially Filled,2026-04-01,2026-05-11,2026-08-10,13,99.84
REQ001027,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Laboratory Technician,Laboratory,Per Diem,Morning,1,1,0,Low,Filled,2026-03-09,2026-04-17,2026-07-10,12,113.4
REQ001028,220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,Travel Nurse,Travel Nursing,Permanent Placement,Evening,3,2,1,Medium,Partially Filled,2025-12-29,2026-01-17,2026-04-18,13,118.49
REQ001029,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,ICU Nurse,Intensive Care Unit,Per Diem,Night,15,1,14,Low,Partially Filled,2025-11-21,2025-12-05,2026-01-02,4,112.07
REQ001030,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Physical Therapist,Rehabilitation,Local Contract,Morning,7,1,6,Medium,Partially Filled,2026-07-25,2026-08-26,2026-11-25,13,103.97
REQ001031,220017,CARNEY HOSPITAL,BOSTON,MA,Allied Health Professional,Allied Health,Travel Contract,Day,10,4,6,Medium,Partially Filled,2026-06-23,2026-07-18,2027-01-16,26,153.54
REQ001032,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Radiologic Technologist,Radiology,Travel Contract,Night,6,5,1,Medium,Partially Filled,2026-01-04,2026-01-26,2026-03-23,8,144.99
REQ001033,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Registered Nurse,General Nursing,Local Contract,Morning,6,0,6,High,Open,2026-07-08,2026-08-14,2026-11-13,13,96.95
REQ001034,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Physical Therapist,Rehabilitation,Local Contract,Evening,1,1,0,Medium,Filled,2026-01-28,2026-03-06,2026-06-26,16,149.32
REQ001035,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Physician,Medical Services,Travel Contract,Day,3,1,2,Medium,Partially Filled,2025-11-25,2026-01-04,2026-04-26,16,291.53
REQ001036,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Radiologic Technologist,Radiology,Per Diem,Morning,11,7,4,Medium,Partially Filled,2026-01-27,2026-03-09,2026-06-01,12,139.94
REQ001037,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Allied Health Professional,Allied Health,Travel Contract,Night,2,1,1,Critical,Partially Filled,2026-04-23,2026-06-07,2026-09-06,13,149.94
REQ001038,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Allied Health Professional,Allied Health,Per Diem,Night,10,6,4,High,Partially Filled,2026-04-12,2026-04-20,2026-06-15,8,103.57
REQ001039,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,ICU Nurse,Intensive Care Unit,Per Diem,Morning,15,5,10,High,Partially Filled,2025-12-19,2026-01-29,2026-04-30,13,132.37
REQ001040,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Physician,Medical Services,Per Diem,Day,10,8,2,Medium,Partially Filled,2026-01-06,2026-01-25,2026-02-22,4,271.85
REQ001041,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Physician,Medical Services,Permanent Placement,Night,15,4,11,Medium,Partially Filled,2025-09-26,2025-10-03,2026-01-02,13,260.28
REQ001042,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Evening,2,1,1,Low,Partially Filled,2026-01-03,2026-02-10,2026-05-05,12,119.81
REQ001043,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,ICU Nurse,Intensive Care Unit,Per Diem,Day,1,1,0,Low,Filled,2025-08-28,2025-10-05,2025-12-28,12,114.64
REQ001044,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Laboratory Technician,Laboratory,Per Diem,Night,2,2,0,Critical,Filled,2026-07-07,2026-08-18,2026-10-13,8,81.77
REQ001045,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,ICU Nurse,Intensive Care Unit,Local Contract,Evening,8,5,3,Medium,Partially Filled,2025-12-27,2026-01-17,2026-02-14,4,172.68
REQ001046,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Physician,Medical Services,Per Diem,Night,3,3,0,High,Filled,2026-01-02,2026-02-16,2026-05-11,12,253.97
REQ001047,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Respiratory Therapist,Respiratory Care,Per Diem,Evening,5,0,5,Medium,Open,2026-05-11,2026-05-30,2026-08-22,12,111.32
REQ001048,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,ICU Nurse,Intensive Care Unit,Per Diem,Evening,12,5,7,Medium,Partially Filled,2025-10-10,2025-11-19,2026-02-18,13,137.66
REQ001049,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Radiologic Technologist,Radiology,Travel Contract,Night,13,6,7,High,Partially Filled,2025-08-15,2025-09-26,2025-10-24,4,103.17
REQ001050,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Physical Therapist,Rehabilitation,Per Diem,Day,10,8,2,High,Partially Filled,2026-04-20,2026-05-20,2026-07-15,8,119.49
REQ001051,220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,Registered Nurse,General Nursing,Travel Contract,Day,14,0,14,Medium,Open,2026-03-25,2026-05-04,2026-08-03,13,154.03
REQ001052,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Allied Health Professional,Allied Health,Per Diem,Day,10,7,3,Medium,Partially Filled,2026-06-01,2026-06-14,2026-09-06,12,130.92
REQ001053,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Registered Nurse,General Nursing,Local Contract,Night,3,3,0,High,Filled,2026-07-26,2026-08-15,2026-12-05,16,129.78
REQ001054,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Physician,Medical Services,Permanent Placement,Night,15,0,15,Medium,Open,2026-06-18,2026-07-14,2027-01-12,26,240.0
REQ001055,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Day,4,0,4,High,Open,2026-04-24,2026-05-07,2026-07-02,8,136.07
REQ001056,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,ICU Nurse,Intensive Care Unit,Per Diem,Evening,3,1,2,High,Partially Filled,2026-01-01,2026-02-02,2026-05-04,13,148.2
REQ001057,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,Emergency Room Nurse,Emergency Department,Local Contract,Night,3,1,2,Medium,Partially Filled,2026-06-22,2026-06-30,2026-08-25,8,120.3
REQ001058,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Physical Therapist,Rehabilitation,Permanent Placement,Day,5,3,2,Medium,Partially Filled,2026-04-10,2026-05-10,2026-11-08,26,148.94
REQ001059,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Registered Nurse,General Nursing,Travel Contract,Morning,10,6,4,Low,Partially Filled,2025-12-24,2026-01-29,2026-02-26,4,130.53
REQ001060,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Radiologic Technologist,Radiology,Per Diem,Day,8,7,1,Critical,Partially Filled,2025-08-22,2025-09-20,2025-11-15,8,107.04
REQ001061,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Travel Nurse,Travel Nursing,Local Contract,Night,9,1,8,Medium,Partially Filled,2026-01-26,2026-03-07,2026-06-06,13,165.34
REQ001062,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Radiologic Technologist,Radiology,Travel Contract,Evening,5,3,2,Medium,Partially Filled,2025-10-11,2025-11-04,2026-05-05,26,115.02
REQ001063,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Physical Therapist,Rehabilitation,Local Contract,Morning,9,4,5,High,Partially Filled,2026-07-29,2026-09-06,2027-03-07,26,132.65
REQ001064,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Physical Therapist,Rehabilitation,Local Contract,Day,1,0,1,High,Open,2026-02-23,2026-03-06,2026-04-03,4,126.96
REQ001065,220126,NORWOOD HOSPITAL,NORWOOD,MA,Allied Health Professional,Allied Health,Permanent Placement,Evening,15,5,10,Critical,Partially Filled,2025-11-27,2025-12-19,2026-01-16,4,94.33
REQ001066,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Night,13,5,8,Medium,Partially Filled,2025-08-20,2025-08-31,2025-11-30,13,153.91
REQ001067,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,Emergency Room Nurse,Emergency Department,Per Diem,Evening,4,1,3,Medium,Partially Filled,2026-06-23,2026-08-05,2026-11-25,16,120.03
REQ001068,220012,CAPE COD HOSPITAL,HYANNIS,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Day,2,2,0,Medium,Filled,2026-03-11,2026-04-20,2026-06-15,8,156.7
REQ001069,220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,Allied Health Professional,Allied Health,Per Diem,Night,14,1,13,High,Partially Filled,2026-02-25,2026-04-09,2026-07-30,16,157.04
REQ001070,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Laboratory Technician,Laboratory,Per Diem,Morning,10,7,3,High,Partially Filled,2026-04-12,2026-05-01,2026-06-26,8,107.11
REQ001071,220031,BOSTON MEDICAL CENTER,BOSTON,MA,ICU Nurse,Intensive Care Unit,Travel Contract,Night,7,1,6,High,Partially Filled,2026-03-13,2026-04-16,2026-10-15,26,125.88
REQ001072,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Radiologic Technologist,Radiology,Travel Contract,Night,9,5,4,High,Partially Filled,2025-11-27,2025-12-07,2026-03-29,16,102.29
REQ001073,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Respiratory Therapist,Respiratory Care,Local Contract,Morning,14,13,1,Low,Partially Filled,2026-07-27,2026-08-25,2026-09-22,4,125.27
REQ001074,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Physical Therapist,Rehabilitation,Travel Contract,Evening,10,0,10,Critical,Open,2026-04-14,2026-05-10,2026-08-09,13,160.95
REQ001075,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Registered Nurse,General Nursing,Per Diem,Day,5,1,4,Medium,Partially Filled,2025-08-17,2025-09-14,2025-12-14,13,123.3
REQ001076,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Registered Nurse,General Nursing,Travel Contract,Morning,13,9,4,Critical,Partially Filled,2025-11-29,2026-01-06,2026-02-03,4,151.49
REQ001077,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Physical Therapist,Rehabilitation,Travel Contract,Day,3,2,1,Low,Partially Filled,2025-09-11,2025-10-23,2026-01-22,13,127.53
REQ001078,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Allied Health Professional,Allied Health,Local Contract,Day,13,13,0,Critical,Filled,2026-03-09,2026-04-15,2026-07-08,12,91.84
REQ001079,220012,CAPE COD HOSPITAL,HYANNIS,MA,Laboratory Technician,Laboratory,Travel Contract,Evening,11,11,0,Low,Filled,2026-06-08,2026-07-09,2027-01-07,26,121.6
REQ001080,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Day,3,0,3,High,Open,2026-07-26,2026-08-29,2026-12-19,16,153.78
REQ001081,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Allied Health Professional,Allied Health,Local Contract,Night,15,1,14,Low,Partially Filled,2025-11-08,2025-12-06,2026-03-07,13,90.7
REQ001082,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Laboratory Technician,Laboratory,Local Contract,Day,14,11,3,Low,Partially Filled,2026-05-18,2026-05-27,2026-06-24,4,76.87
REQ001083,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Physician,Medical Services,Local Contract,Morning,10,10,0,Medium,Filled,2025-08-23,2025-09-19,2025-12-12,12,267.85
REQ001084,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,ICU Nurse,Intensive Care Unit,Per Diem,Night,4,3,1,Medium,Partially Filled,2025-09-09,2025-10-02,2026-01-22,16,126.19
REQ001085,220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,Laboratory Technician,Laboratory,Per Diem,Day,15,8,7,Low,Partially Filled,2025-12-28,2026-01-19,2026-05-11,16,131.03
REQ001086,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Radiologic Technologist,Radiology,Local Contract,Morning,15,4,11,High,Partially Filled,2025-12-22,2026-01-03,2026-02-28,8,96.75
REQ001087,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Day,8,7,1,Medium,Partially Filled,2025-08-19,2025-09-10,2026-03-11,26,102.36
REQ001088,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Physical Therapist,Rehabilitation,Permanent Placement,Evening,1,1,0,Low,Filled,2026-02-13,2026-03-11,2026-04-08,4,118.78
REQ001089,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Registered Nurse,General Nursing,Travel Contract,Morning,3,3,0,Low,Filled,2025-11-23,2025-12-13,2026-03-14,13,138.41
REQ001090,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Physical Therapist,Rehabilitation,Per Diem,Evening,4,0,4,High,Open,2026-01-20,2026-02-12,2026-06-04,16,146.78
REQ001091,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Evening,15,9,6,High,Partially Filled,2026-05-11,2026-06-11,2026-12-10,26,144.78
REQ001092,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Physician,Medical Services,Local Contract,Day,12,3,9,Medium,Partially Filled,2025-10-23,2025-11-23,2026-02-22,13,287.78
REQ001093,220095,HEYWOOD HOSPITAL -,GARDNER,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Day,6,4,2,High,Partially Filled,2025-12-06,2026-01-16,2026-04-10,12,130.32
REQ001094,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Physical Therapist,Rehabilitation,Per Diem,Morning,10,10,0,High,Filled,2025-08-07,2025-08-21,2025-11-13,12,123.07
REQ001095,224013,ARBOUR HOSPITAL,BOSTON,MA,Radiologic Technologist,Radiology,Local Contract,Evening,6,3,3,Low,Partially Filled,2025-08-05,2025-09-10,2025-10-08,4,147.72
REQ001096,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Physical Therapist,Rehabilitation,Per Diem,Morning,8,2,6,Medium,Partially Filled,2026-05-10,2026-06-06,2026-07-04,4,126.65
REQ001097,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Emergency Room Nurse,Emergency Department,Travel Contract,Night,2,2,0,High,Filled,2025-10-15,2025-10-25,2025-12-20,8,160.24
REQ001098,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Allied Health Professional,Allied Health,Per Diem,Morning,4,0,4,Low,Open,2025-08-22,2025-10-03,2026-04-03,26,149.15
REQ001099,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Laboratory Technician,Laboratory,Travel Contract,Evening,6,0,6,Medium,Open,2025-08-23,2025-10-07,2025-12-02,8,73.42
REQ001100,220017,CARNEY HOSPITAL,BOSTON,MA,Allied Health Professional,Allied Health,Permanent Placement,Morning,7,1,6,Medium,Partially Filled,2026-05-20,2026-06-19,2026-12-18,26,112.86
REQ001101,220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,Allied Health Professional,Allied Health,Travel Contract,Night,5,4,1,Medium,Partially Filled,2026-02-25,2026-03-27,2026-06-26,13,110.36
REQ001102,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Physical Therapist,Rehabilitation,Per Diem,Night,4,2,2,Medium,Partially Filled,2025-08-14,2025-08-27,2025-12-17,16,132.79
REQ001103,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Day,15,7,8,High,Partially Filled,2026-06-29,2026-07-11,2026-08-08,4,121.94
REQ001104,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Physical Therapist,Rehabilitation,Per Diem,Night,8,5,3,High,Partially Filled,2026-03-30,2026-05-09,2026-08-29,16,112.51
REQ001105,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Allied Health Professional,Allied Health,Travel Contract,Night,8,5,3,Medium,Partially Filled,2025-12-03,2026-01-02,2026-02-27,8,157.03
REQ001106,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Allied Health Professional,Allied Health,Per Diem,Evening,9,1,8,High,Partially Filled,2025-09-10,2025-10-09,2026-01-29,16,121.43
REQ001107,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Travel Nurse,Travel Nursing,Local Contract,Morning,4,3,1,High,Partially Filled,2026-05-19,2026-06-03,2026-09-23,16,138.91
REQ001108,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,ICU Nurse,Intensive Care Unit,Local Contract,Night,3,3,0,High,Filled,2026-02-26,2026-03-31,2026-07-21,16,106.09
REQ001109,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Night,15,15,0,High,Filled,2025-12-13,2026-01-24,2026-07-25,26,143.37
REQ001110,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Emergency Room Nurse,Emergency Department,Permanent Placement,Evening,14,8,6,Medium,Partially Filled,2025-09-07,2025-09-22,2026-01-12,16,128.16
REQ001111,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Travel Nurse,Travel Nursing,Per Diem,Day,6,6,0,Critical,Filled,2026-07-31,2026-08-25,2026-09-22,4,118.17
REQ001112,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Radiologic Technologist,Radiology,Per Diem,Evening,14,6,8,High,Partially Filled,2026-02-26,2026-04-02,2026-10-01,26,133.34
REQ001113,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,Laboratory Technician,Laboratory,Per Diem,Evening,10,9,1,Medium,Partially Filled,2025-09-12,2025-09-28,2025-10-26,4,98.7
REQ001114,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Physical Therapist,Rehabilitation,Per Diem,Day,5,3,2,High,Partially Filled,2025-12-22,2026-01-04,2026-03-01,8,154.81
REQ001115,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Laboratory Technician,Laboratory,Local Contract,Night,7,5,2,Low,Partially Filled,2026-03-07,2026-04-01,2026-06-24,12,134.15
REQ001116,220017,CARNEY HOSPITAL,BOSTON,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Morning,15,10,5,Medium,Partially Filled,2026-04-23,2026-05-17,2026-09-06,16,93.3
REQ001117,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Radiologic Technologist,Radiology,Travel Contract,Night,5,2,3,High,Partially Filled,2026-03-13,2026-04-03,2026-05-29,8,91.87
REQ001118,220017,CARNEY HOSPITAL,BOSTON,MA,Laboratory Technician,Laboratory,Local Contract,Day,10,0,10,Medium,Open,2026-04-18,2026-05-05,2026-06-02,4,125.57
REQ001119,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Travel Nurse,Travel Nursing,Local Contract,Evening,12,7,5,Medium,Partially Filled,2025-12-23,2026-02-04,2026-05-06,13,122.67
REQ001120,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Radiologic Technologist,Radiology,Per Diem,Day,2,0,2,Critical,Open,2026-03-10,2026-04-17,2026-07-10,12,138.25
REQ001121,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,ICU Nurse,Intensive Care Unit,Permanent Placement,Day,6,2,4,High,Partially Filled,2026-01-15,2026-02-01,2026-05-24,16,127.04
REQ001122,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Respiratory Therapist,Respiratory Care,Travel Contract,Day,4,4,0,Medium,Filled,2025-09-21,2025-10-31,2026-01-23,12,126.04
REQ001123,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Travel Nurse,Travel Nursing,Permanent Placement,Morning,8,2,6,Medium,Partially Filled,2025-12-14,2026-01-20,2026-03-17,8,159.43
REQ001124,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Laboratory Technician,Laboratory,Local Contract,Night,2,1,1,Low,Partially Filled,2025-11-18,2025-11-25,2026-02-24,13,116.16
REQ001125,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Respiratory Therapist,Respiratory Care,Permanent Placement,Night,11,5,6,High,Partially Filled,2026-06-20,2026-08-03,2026-09-28,8,143.85
REQ001126,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Radiologic Technologist,Radiology,Permanent Placement,Morning,6,4,2,Low,Partially Filled,2026-04-08,2026-05-10,2026-08-30,16,89.87
