OLD_PATIENT_ID,PATIENT_ID
e0510b38-1fe7-57fa-680c-9eb6e8e6de72,PAT000840
32998f19-d2e8-1e8a-401c-c222f63edb9a,PAT000841
81cb936f-7152-35e5-a3f3-48a919ea3f07,PAT000842
7cbb7603-d877-460b-1f4d-77fc829ea64f,PAT000843
7fc59332-ab80-a083-5c89-0dd0e810914d,PAT000844
5eb6fdec-710d-de97-d233-b67b2d8458f9,PAT000845
8ede9e86-f231-5500-b93f-44ad0b8a59f2,PAT000846
cfeb8341-2c88-9545-8a8b-9e1d0d7d7d6d,PAT000847
7eaa274a-11db-6361-a53b-c7e7ec030a3d,PAT000848
63c52fff-8756-be6b-04fc-2e360a4eaf62,PAT000849
1745d1d6-4195-a498-39cc-8517135bd417,PAT000850
4a407874-baab-b907-d724-4ea00f11c842,PAT000851
fd372404-3fb1-d6b3-93ba-ee3f64a2a4fd,PAT000852
585c4684-86d3-7876-611d-16c19f399c6e,PAT000853
a2430d16-f9c8-ccff-c0f3-e3d09178aa55,PAT000854
f35edacd-9a49-1193-57e1-2e6bac4156b5,PAT000855
c26e1e01-d92a-61ec-61be-826326943133,PAT000856
34fe367c-c461-e420-f669-97e33ad58996,PAT000857
9c7b7d94-08e8-76ef-efca-57a9ed71429c,PAT000858
ecb48e7a-7f3f-1de5-ab70-c69f22fe8594,PAT000859
ff4d32ff-9162-1d59-4bf7-0f14cd4743bb,PAT000860
1b883245-8eac-f807-e67d-53f22b98d60e,PAT000861
5ff6df22-4600-b3c5-7ea6-4e6a78735177,PAT000862
40d02fea-215d-fd0f-3f1d-925deff2ce78,PAT000863
7a02199d-0079-c8b7-a633-416719a54a31,PAT000864
e4595302-788b-c254-789d-132c8ab29587,PAT000865
3c09d822-7c82-264a-191d-795e11662dbd,PAT000866
7600c8bf-1fbc-1569-139f-a7a876ee58b4,PAT000867
3c9a61ce-ba69-d46c-7f8f-d18f8019283a,PAT000868
29ba0d39-6252-cd21-4c68-0833682c4616,PAT000869
4025bc04-34c1-4f74-f136-bfdc12a8eb7c,PAT000870
fd91562e-03af-8716-121c-371d84ffdde4,PAT000871
811464a8-2da6-6dce-b9e7-76d9f8f5e043,PAT000872
e8f251c8-019a-a994-74f1-730c92e366fa,PAT000873
94e6d5b9-c83a-d92f-4458-e4726b4a42ba,PAT000874
eb1ee7fc-def3-980d-47a2-7024d89acb98,PAT000875
8de51d08-f993-d24e-dbc9-22a8bbfa8340,PAT000876
e8505189-b6cb-c739-c8c1-2e176058eed4,PAT000877
056c6a23-aec7-09fc-6b72-d609acaed4a9,PAT000878
a77fe8f5-1e86-2519-90be-32efe8073e80,PAT000879
8d7faa81-a014-f558-b972-3d430b193291,PAT000880
8ca658a9-3ed5-9c87-8b95-fb48a4233bf1,PAT000881
6b607ddc-81cf-1fb0-2212-00fd0eeafb21,PAT000882
2bdca5d7-13f8-6f4f-fec5-cd4415fee9ac,PAT000883
10474486-d0e0-c1d5-3bc6-39f354c80abb,PAT000884
d999bbdf-56fc-fa56-d1de-bf8898d7c0d0,PAT000885
2fe500bd-675d-5147-4d81-3cce4594bae8,PAT000886
3ad5d6f5-ea58-34a9-c24d-48deccb5869e,PAT000887
4a78b703-09ba-ff44-8735-c075b2672ec6,PAT000888
aaf687a4-1097-bccb-857b-7d52dc846d76,PAT000889
097dc590-fbca-e25d-d54c-a44d8305f410,PAT000890
0f864615-a2f5-2ed0-679d-8d9c34857f43,PAT000891
48e1cbe9-f117-166c-049b-c6f0b93a2454,PAT000892
3de68b07-a8d3-488d-cc09-ea57ad0b2b29,PAT000893
219e8fd8-b0b4-579c-6bdc-2e3cca095e28,PAT000894
1c172999-d2be-1a15-cb9f-9a040032cd26,PAT000895
3292b652-04d2-d5a6-912e-8e8fd8969647,PAT000896
b85b0979-c4d4-7282-21c0-c1b3b0776401,PAT000897
edec29be-151d-2ad9-cc7a-ddee3ad230dd,PAT000898
153fb39f-09fd-7583-de58-ab424b6d6881,PAT000899
29fb8f5e-3def-3666-db54-5d0645e5010e,PAT000900
822e2ac3-d213-46c0-b545-336f80c4b735,PAT000901
daf70b52-8cd8-9b6a-11f3-a71b4969cd0c,PAT000902
1705954a-f9ac-dc95-e8d5-752082ed6357,PAT000903
d813f99e-e681-c8e6-7c6c-a419e322a301,PAT000904
252eeb98-7c10-c31f-83d4-7f8fc539bb82,PAT000905
3ae585f8-5759-baa7-14cf-8b1d8b4abd2d,PAT000906
01fd518f-6e56-8f1c-e08b-309bd9a69bf4,PAT000907
bfdda1b8-67ff-6cf7-0c09-ba5232efd8ed,PAT000908
058d9b75-871a-6e37-2be7-57f35b02948c,PAT000909
d993a1ff-51af-d3d9-38a5-272bc24eb0c2,PAT000910
a6911953-677e-167b-236d-423d5541c6e4,PAT000911
6be059e6-bdc2-0676-dda5-353ef0a689d9,PAT000912
05974524-8d3a-c5d8-5aa8-07c1c241fa7a,PAT000913
a699dffc-0839-6a16-fc63-09e90594cdce,PAT000914
d49d43c6-3373-16b5-4971-3293d1ade86f,PAT000915
d48c943e-d42f-6384-2a18-dfe6a7e7b914,PAT000916
d794354b-b4cc-284f-dd5d-07b512090915,PAT000917
7545256f-46f7-0495-adb4-91ff80ad35e2,PAT000918
07cdd455-7e02-6136-e657-e73cbb3da96c,PAT000919
3765ce7d-19d6-2b12-8bd8-82af8e022ee3,PAT000920
3a8caaaa-1861-2758-8cc5-d689ac599397,PAT000921
e73de632-26a8-25c3-9212-da2ef51ecc19,PAT000922
9176133b-0429-5ed7-db29-c1286c992882,PAT000923
f6590256-98e5-bfb8-37b6-d59ed825c942,PAT000924
fe46f753-af3d-81a2-539f-bb8a967d7497,PAT000925
e0eda91e-f51f-fb7f-8ae5-58158b3ac6fa,PAT000926
3f4b6a16-f60b-9ec5-9d4f-81df371d94f9,PAT000927
a39f9e96-3307-d792-ec40-84fd3d35e44e,PAT000928
0dbdc669-827a-2083-c7f0-aded8e4f5870,PAT000929
cf3e9619-3696-f6a9-87e6-1750f709c1bf,PAT000930
3c8fe22b-d00b-689d-652c-ece1ffe84cd8,PAT000931
492d7552-1ea9-1b6d-3623-65dd217b8cd8,PAT000932
18693032-1e18-433f-ccad-aef9d5e858f9,PAT000933
ed01589e-a727-796f-99d1-99f96412837d,PAT000934
312e49c9-25c4-5852-b33a-12e671081d0a,PAT000935
2e203010-4fb7-25f9-c566-f00e101613bb,PAT000936
76adaef0-35a0-05e8-3c92-b80a0db2e98e,PAT000937
51cb72b9-f8d5-0cc7-08f3-21dc4b7a6ed2,PAT000938
2a5fd119-1da2-f514-44d8-fee5b613161e,PAT000939
3a1f548b-9ead-ea64-f6d7-ff5217974a15,PAT000940
1090592a-131b-0885-3f05-c9cc462e6b34,PAT000941
0e6dd0dd-47b0-3804-81c6-ef4570d3f856,PAT000942
19a6db9a-46d7-cb63-07e4-e9809b60ace1,PAT000943
72227224-4e4a-a475-657a-5c83943704a8,PAT000944
6aac89a8-0bac-b3a9-40ea-a6838c9f43c2,PAT000945
8268eace-8a80-7e9a-8af9-6dd7890e6cfc,PAT000946
01a9cd63-629a-d3b4-ea7b-18cfb578e7bb,PAT000947
afece674-5a70-d08a-0869-564f5e3b62ed,PAT000948
bbf0443a-3550-a736-235a-8b684a82d1ed,PAT000949
f64c6166-3138-56ac-8a77-e8fe379a236d,PAT000950
b2295b11-ab69-eeb3-4c08-3088c788a01d,PAT000951
6be8159e-db51-599a-b599-19f3c929d535,PAT000952
b4f33370-6650-0f1c-af12-c8715ab12c6f,PAT000953
34276f7d-fb92-762e-fcee-10b42057c2fa,PAT000954
319368e8-cfcb-2b60-78db-2c19369bdbf3,PAT000955
8dcc417d-36f9-bae2-e83a-b9686894d875,PAT000956
d3138e1b-b838-cba1-12f5-d37178ec4255,PAT000957
bc4738c0-4a63-43b9-cfc4-7f45e838567d,PAT000958
feed91d8-bf6f-d00f-15f7-f6035dbb259f,PAT000959
37bfb6cb-0e55-3412-5890-7fbad7124c43,PAT000960
72b2095d-ab7a-b135-9a82-16aaebe68de1,PAT000961
139c0832-60a8-3029-581e-5c659570a207,PAT000962
2030c851-d070-9091-87ca-5c0c02969da2,PAT000963
4707e461-8bda-f440-a439-5d4d017999d8,PAT000964
6d52e5a0-b796-e505-8c57-43d72dfb5bc1,PAT000965
853ed6e7-74da-3271-8df8-395457f330d8,PAT000966
4e160711-626c-5578-8fe4-60469a0ff49e,PAT000967
6c271e06-e4ce-6975-8750-1e5804264c03,PAT000968
e2c6b98b-4fef-0e7d-7925-fc39bc4abbaf,PAT000969
8b41787e-c448-8cbd-d67b-0da61c1a17a4,PAT000970
688d5eef-d924-91fa-054e-6c8852f51974,PAT000971
9195e56e-1c54-b77d-be73-7e572c72cc87,PAT000972
aa912c31-81b0-c881-1cbf-3877828e9447,PAT000973
c870dd3f-0d97-61a1-85ee-069dedf0b77d,PAT000974
9d04b09b-f054-250c-73ae-f42054508f37,PAT000975
4747cce9-5ce2-09a7-be43-f08dc89135c2,PAT000976
be1a202e-7993-0cbe-5a86-4eb1c8300e52,PAT000977
120bcf5b-b7ad-05d0-bd1a-b8cee7ce61e0,PAT000978
73c1d123-9137-80ef-1bd6-c5829da9f29b,PAT000979
2d4ce4b5-188f-021e-ac38-ae75ecbdcdc6,PAT000980
a486f413-0957-290c-377c-0d6b3b06028c,PAT000981
fbf5fb77-4861-13c9-384e-e7f0c0cb4e84,PAT000982
441e637b-e7e6-638d-5396-01faaa674aac,PAT000983
30ff8ee9-a94f-d11f-86cd-42f51c941e1d,PAT000984
67328f15-5548-275e-fb65-41baf4d18c8d,PAT000985
e5b5fcc2-1aa0-c495-8c3f-8f84a5f7df1f,PAT000986
4b72ac85-d775-79c8-cb46-3804fb313618,PAT000987
1851c629-f717-7deb-0f69-d215ba1756b8,PAT000988
84014fde-56b7-1f33-2634-0be992927aa9,PAT000989
03819ea3-1110-a2b9-550e-85510f27bf78,PAT000990
2a18e230-a188-816d-8517-90f2310d07ca,PAT000991
e91823fb-c43a-c0bb-25f1-23e675fffb3e,PAT000992
d70d36a8-feea-f532-d08e-8f3a606c9f91,PAT000993
b8ceb60c-9afc-fa5a-d9d7-8ca62e18dbec,PAT000994
bce74e97-a5a4-2a4a-7bdc-bf0bfe5d7939,PAT000995
354b397c-085b-7431-d5ca-11391fd2ee10,PAT000996
567552ba-65b4-3ffd-4a2e-d1368281ae29,PAT000997
fae7bc06-6245-ee42-ec3e-402dad380f2b,PAT000998
9a1f102e-ec6b-13ba-4290-37c29fab7caf,PAT000999
5d4ce718-3b70-0c75-69da-1859e840705f,PAT001000
b199e45f-2993-285b-91e9-8caf7b49acb5,PAT001001
1a188527-284b-0163-7d87-0b7592b6c6d1,PAT001002
4b9a22f4-8803-4177-6031-5e726a762336,PAT001003
99c0712e-7079-c390-9580-80b0a820caa4,PAT001004
b2066b79-5dee-0fec-51e4-913ac16a4762,PAT001005
28a31357-cf6e-494c-f0ad-1f8091c09969,PAT001006
28406305-56b0-ef98-5265-464d2b50312f,PAT001007
c100d5f6-6d0d-bb43-bf94-17e6b65285cb,PAT001008
4424e401-479d-da99-d67a-180f85279f75,PAT001009
90f55df3-4cf9-1fcc-7cd4-c807c2392e22,PAT001010
ffbaf349-348a-5b3e-a228-d8251e737388,PAT001011
776c1d85-abbf-7118-4cc2-9fef8570a389,PAT001012
db6b0655-497b-9960-d6c7-22da834247f4,PAT001013
fc8bc09b-7570-6cd5-09eb-5f75e7542bce,PAT001014
19ceb89a-9744-c981-24fd-8479be3b65a3,PAT001015
0fee5916-389a-e357-fbaf-79dc212c5f68,PAT001016
c87fc0fe-fa27-505c-8057-85b73e0daba0,PAT001017
f3935553-45f0-1800-62e2-bbb37dd64900,PAT001018
d46191a3-919f-6519-b531-7557eae8bb2d,PAT001019
cd14eecc-72b1-60b2-20a8-4f97864fce26,PAT001020
79afe1bb-9330-43d1-1a4d-da84509518e7,PAT001021
ee840eed-9364-bf05-fdd7-e31ddb077860,PAT001022
41fbbc1a-5e68-180a-a957-e8e5b9c56093,PAT001023
e4ee951c-3f3b-e5ef-d222-b17cab47ab54,PAT001024
64c97f0e-d8f4-81ab-bfa7-bb9f59918c2f,PAT001025
676cfd67-be32-9a5f-40fa-34cfafa6f451,PAT001026
e89f5eb6-036d-c659-05ca-111980304524,PAT001027
eb232d8e-82af-76ee-057d-8c4d98ab5ce3,PAT001028
e42165ae-c076-849e-18e2-8a64d1eca2fd,PAT001029
1710b1d7-928b-6342-4cb6-271ad78fb031,PAT001030
e16b735d-7aba-6953-9c3a-ff09285a3866,PAT001031
b10328e3-7571-2506-2152-975fa9dcb944,PAT001032
ee00dad2-82ff-25f0-086d-b4a4b2a15af2,PAT001033
9749b910-075f-e00d-6840-89510dee0f55,PAT001034
50512de4-98e4-a43e-1b64-c9a44bb95182,PAT001035
f6db9ae2-5732-0916-c0dc-e6987a415b0a,PAT001036
e6949eb4-cf25-7de4-381a-d4a639c3bdd0,PAT001037
d8a55f4e-a73e-7834-009a-0d514d2f1753,PAT001038
97ebbf6f-d33e-8e38-c964-989790fc8e85,PAT001039
1c4a0787-c8dd-a560-3281-f980b91b52a3,PAT001040
1b1dc587-6dd7-5c1e-d457-11a3f36250f6,PAT001041
a49125a6-3dda-3d9c-f4b9-007d75c36ece,PAT001042
2829290c-43af-3600-ec61-690263472d0e,PAT001043
4b86bd81-699c-9c39-378d-34476acf2c2e,PAT001044
ffb80e8b-5b05-765c-148e-8b3d74633377,PAT001045
b0335734-3860-01a8-b5a9-7594cb40f243,PAT001046
168fae73-97d0-09c1-0bfd-7f2b87871ee8,PAT001047
adcdb50d-7c30-d58c-d2d7-48e6e16a3167,PAT001048
a5fb7cdb-6678-63cc-f8f8-1054b63dfe1b,PAT001049
938f5b6a-7c2e-90c9-b0e8-49267dd98560,PAT001050
93170857-bf36-26f2-7189-2ed685f6ec0a,PAT001051
605c8dd0-c624-abe4-0e28-14e2fbfef530,PAT001052
118e3812-cce9-276b-8b02-2a75b9023321,PAT001053
b251d5f7-cac4-e3c1-08db-823ee354c7c7,PAT001054
d14c59a4-8d3c-1eed-9184-25870adcbaca,PAT001055
2324dc17-1f46-b831-dcde-7d9e4fb9cc49,PAT001056
1496842a-0070-54fa-a76e-4ea193349003,PAT001057
c968c820-1886-04b3-8c44-83768b8b8d3c,PAT001058
ee5a8c6e-d2fa-9a68-5353-a2ed4f37580c,PAT001059
b55f6b26-aa66-57ff-e1bc-eb46717050a5,PAT001060
a4cca29b-8c97-69fc-e6e5-903b4fecd7e7,PAT001061
78178635-9093-ece2-524c-871320136010,PAT001062
360dae2b-98be-dd25-7aeb-1bd94ba2878a,PAT001063
16775361-bfcc-922a-1088-92af7cbd771a,PAT001064
872ea929-9fd8-043b-5138-6a5f52bf4fb8,PAT001065
9353d4d0-475b-e297-7222-56403a0e70a5,PAT001066
ad817a15-1f97-a99d-92ea-373741eebff0,PAT001067
1e1f58de-63e4-210b-fc00-7e651e27c8e3,PAT001068
5d72f40a-faf4-d95e-bf8b-c3878a3e2108,PAT001069
e19f6258-6205-322a-14ae-cccb9618a6a6,PAT001070
f28bfda0-f8d3-9826-07c8-d69d1ab77b0e,PAT001071
d2ce9b64-f0bf-439c-c3a2-65479e826371,PAT001072
58752d4e-8e68-4934-bfed-4796e0439538,PAT001073
047beec6-1a15-48ef-1a6f-d4415655b7e6,PAT001074
febd89ff-dc2d-e204-d7a7-b2e92412d361,PAT001075
9910bd3e-cd5e-349c-5266-82af8e3e7738,PAT001076
21ab2225-d03d-d7f3-6ff5-885713e1c2cd,PAT001077
67a7cf89-8083-5ba1-f0ba-db7849ae8c1b,PAT001078
909785b9-3500-7e5e-1fbc-51e004c960fd,PAT001079
a65959fc-9c08-1ef4-c172-a036ba933b2a,PAT001080
90b0f098-2848-1cbb-08fb-778b06cf7a14,PAT001081
5f429bfb-07c5-270d-0946-985e9af854fe,PAT001082
d1dc6eac-9cc6-60f5-f0b5-566a2c5672a2,PAT001083
c4c74168-f7f1-b6a2-d8bd-c5f5e9572f6f,PAT001084
e72a6553-cc7e-2ac8-0bfb-438f27cd3a5a,PAT001085
189cea33-f7c3-b8cd-9976-47dc53339bd5,PAT001086
f68191a7-aa77-7371-04c2-120dd75d02f1,PAT001087
3d71125e-0f35-c6df-d1c4-4f42a80135f2,PAT001088
dbd982f4-8c5d-7ab1-958a-ab5cfb6b1d74,PAT001089
c203e0a5-234d-9312-c8a6-b8b66f1cc109,PAT001090
2fa17a3b-73a4-cd36-4f59-35d92752bbd5,PAT001091
70a418b8-806a-f2f5-3e41-a0a3d4515388,PAT001092
b66e552b-4107-1c49-d29f-77a390f2792a,PAT001093
da1b675f-96e7-d07b-2068-e650495114ca,PAT001094
d830df3b-d796-be30-9796-c8c0bb266e71,PAT001095
3549dd44-8fa4-c07f-88ac-fa47c56efb90,PAT001096
c6b37cc8-ff55-0c33-eb06-d8816eb1e175,PAT001097
a634afa1-11b4-3fde-228a-237b4af631ed,PAT001098
5ae7ab2e-b7f1-35f3-bdd4-3914c49fbf18,PAT001099
fe8999cf-51b5-56c8-25da-65f094dc95ab,PAT001100
48ee706b-f0fb-93ac-20c6-d186b0d96645,PAT001101
b7dd552a-6bca-d5d7-615e-4a52912440e9,PAT001102
b59424a6-867b-b3da-3ef4-c805266d3c86,PAT001103
06d6ae53-576c-2fc6-a1e5-18975a9604cc,PAT001104
d219e73d-f5cf-0415-0dfa-b744bc20be02,PAT001105
3e2b25a8-a6c2-d4eb-8671-71ac41797117,PAT001106
0cfa7576-feee-2577-7ace-0972e2fb469f,PAT001107
f1a654fe-2032-d3a1-b28e-d0f4e8d042c0,PAT001108
9787cc79-4be1-d6fb-d4d1-8bb6f0ae39b2,PAT001109
fb0b4229-e0ae-1ed2-3465-2fd9f2521097,PAT001110
57f57073-a5f1-4ae8-4aed-6bd329cc0bd4,PAT001111
105b6c81-6f84-9837-aa2d-550cddb1b93c,PAT001112
31e15531-d93f-ffad-08fc-35f3bef03036,PAT001113
084a432a-d8be-3e0d-3c7c-e6cda1e7648c,PAT001114
77c68f93-c188-43c7-2d7d-51adb9e6bff0,PAT001115
4160f9f4-5c98-4cf7-44ab-b651f4b74e84,PAT001116
a025185f-3fc0-1207-e0ba-7018b70dd143,PAT001117
72e08892-d719-fe68-fb0d-3a7e9cb9ee68,PAT001118
7d05d9e8-774f-fc94-0d3d-20ee2f71e67d,PAT001119
4b07e362-3cd9-132c-8bf7-5a43d98d8bb3,PAT001120
0bdb8ec0-f1fd-0254-3439-845f385e7a35,PAT001121
7bc1bb71-d8d4-aaf3-f9a8-d474c66dcb79,PAT001122
f83e13ec-3cd4-946e-f7f8-0106467f4bfb,PAT001123
5235c44f-e3f9-5bcd-7ad2-58d40463601e,PAT001124
5088b4cc-c584-d85f-736e-20996a73064f,PAT001125
37e4333e-33a1-2630-bbe3-b0628cd98e68,PAT001126
75a0a256-9e40-4fc0-809c-a8d9c09a2aa3,PAT001127
2dd2191d-aaf8-fe41-0f28-bdf0514cfeff,PAT001128
e91709be-6d1c-0643-df63-44605bb3cb33,PAT001129
3d03e4d5-14a4-8d51-a258-f90d90fdae00,PAT001130
ec733215-cd54-e230-ddc7-8242c8ca1fff,PAT001131
